,Name,Duration,Status,Type,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites,aired_start,aired_end,broadcast_day,broadcast_time,premiered_season,premiered_year
1496,Stella no Mahou,00:23:00,Finished Airing,TV,12,PG 13,Comedy,Sentai Filmworks,"Kadokawa Shoten,Houbunsha,flying DOG,AT-X,Hakuhodo DY Music & Pictures",SILVER LINK.,39177,59,2016-10-03,2016-12-19,mon,22:30:00,Fall,2016
1497,Teekyuu 7 Specials,00:02:00,Finished Airing,Special,2,PG 13,"Comedy,Sports",none,Earth Star Entertainment,Millepensee,3656,0,2016-05-27,none,none,none,none,none
1498,Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,00:52:00,Finished Airing,Movie,1,G,"Slice of Life,Comedy",none,none,Shin-Ei Animation,675,0,1983-03-12,none,none,none,none,none
1499,Futon,00:06:00,Finished Airing,Movie,1,G,Avant Garde,none,none,none,953,2,2012-01-01,none,none,none,none,none
1500,Aa! Megami-sama! (TV),00:24:00,Finished Airing,TV,24,PG 13,"Comedy,Supernatural,Romance","NYAV Post,Media Blasters","TBS,Imagine,Bandai Visual",AIC,156136,1118,2005-01-07,2005-07-08,fri,01:55:00,Winter,2005
1501,Wanpi De Kexue,00:12:00,Finished Airing,TV,84,PG,none,none,none,none,70,0,2012 to ?,none,none,none,?,none
1502,Saikyou Onmyouji Mini,00:01:00,Finished Airing,ONA,18,PG 13,Comedy,none,none,AQUA ARIS,523,0,Dec 26, 2022 to Mar 28,none,none,none,none
1503,Slayers Excellent,00:29:00,Finished Airing,OVA,3,PG 13,"Comedy,Fantasy,Adventure",ADV Films,Bandai Visual,J.C.Staff,20071,15,1998-10-25,1999-03-25,none,none,none,none
1504,Soukou Kihei Votoms: Genei-hen,00:24:00,Finished Airing,OVA,6,PG 13,"Action,Drama,Sci-Fi",none,none,Sunrise,2912,1,2010-03-26,2010-10-27,none,none,none,none
1505,Takahashi Rumiko Gekijou,00:24:00,Finished Airing,TV,13,PG 13,"Drama,Comedy,Supernatural,Slice of Life,Romance",Geneon Entertainment USA,Tokyo Movie Shinsha,TMS Entertainment,7229,4,2003-07-06,2003-09-28,sun,00:55:00,Summer,2003
1506,Yanbou Ninbou Tonbou no Koutsuu Anzen,00:15:00,Finished Airing,OVA,1,G,none,none,none,none,184,0,Jun 10, 1997,none,none,none,none
1507,Min Diao Ju Yi Wen Lu,00:24:00,Finished Airing,ONA,12,None,"Suspense,Adventure,Supernatural,Action",none,none,B.CMAY PICTURES,4626,16,2020-08-07,2020-10-16,none,none,none,none
1508,Megumi to Taiyou III: Kajuu Gummi Tweet Fantasy - Timeline World,00:04:00,Finished Airing,Special,1,G,Fantasy,none,none,"Madhouse,MAPPA",1177,0,Jun 3, 2012 to Jun 9,none,none,none,none
1509,Good Morning Call,00:19:00,Finished Airing,OVA,1,PG,"Comedy,Romance,Drama",none,Nihon Ad Systems,Production I.G,6731,3,2001-08-02,none,none,none,none,none
1510,Tico Chunji Pian,00:12:00,Finished Airing,TV,52,PG,none,none,none,none,38,0,2007 to ?,none,none,none,?,none
1511,Kidou Senshi Gundam: Gyakushuu no Char,01:59:00,Finished Airing,Movie,1,PG 13,"Drama,Sci-Fi",Bandai Entertainment,"Nozomi Entertainment,Atelier Musa,Sotsu",Sunrise,47272,429,1988-03-12,none,none,none,none,none
1512,Turning Mecard W,00:28:00,Finished Airing,TV,26,PG,Adventure,none,none,none,532,0,May 19, 2016 to Nov 17,thur,17:30:00,Spring,2016
1513,Tensai Banpaku Opening,00:04:00,Finished Airing,ONA,2,G,Avant Garde,none,Mirai Film,none,751,0,Dec 24, 2014 to Dec 29,none,none,none,none
1514,Himote House: Dai Panic! Minna de Gokiburi Taiji,00:16:00,Finished Airing,OVA,1,PG 13,Comedy,none,none,Bouncy,1501,0,Feb 20, 2021,none,none,none,none
1515,Hayate no Gotoku!,00:24:00,Finished Airing,TV,52,PG 13,"Comedy,Action,Romance","Bandai Entertainment,Sentai Filmworks","TV Tokyo,Studio Tulip,Shogakukan-Shueisha Productions",SynergySP,221751,1589,2007-04-01,2008-03-30,sun,10:00:00,Spring,2007
1516,Noragami,00:24:00,Finished Airing,TV,12,PG 13,"Action,Fantasy",Funimation,"Dentsu,Ai Addiction,A-Sketch,Avex Entertainment,Shochiku,Kodansha,Movic,Lawson HMV Entertainment",Bones,2087072,32754,2014-01-05,2014-03-23,sun,23:30:00,Winter,2014
1517,Maria-sama ga Miteru Specials,00:01:00,Finished Airing,Special,7,PG,"Girls Love,Drama",Nozomi Entertainment,none,Studio Deen,9496,7,2004-04-04,2004-10-23,none,none,none,none
1518,Sui Tang Heroes,00:22:00,Finished Airing,TV,52,PG 13,Fantasy,none,none,none,71,0,2002-09-01,none,none,none,?,none
1519,Kata no Ato,00:04:00,Finished Airing,Movie,1,R+,"Romance,Girls Love",none,Tokyo Zokei University,none,526,1,Aug 14, 2020,none,none,none,none
1520,Hanako,00:04:00,Finished Airing,Movie,1,PG 13,Supernatural,none,none,none,1513,3,Not available,none,none,none,none,none
1521,Ristorante Paradiso,00:22:00,Finished Airing,TV,11,PG 13,"Gourmet,Drama,Romance",Nozomi Entertainment,"Sony PCL,Fuji TV,Fujipacific Music",David Production,45480,171,2009-04-09,2009-06-25,thur,02:08:00,Spring,2009
1522,Idol Fantasy,00:01:00,Finished Airing,ONA,1,G,none,none,none,none,519,0,Jul 13, 2018,none,none,none,none
1523,Nakanohito Genome [Jikkyouchuu]: Knots of Memories,00:24:00,Finished Airing,OVA,1,PG 13,"Comedy,Drama",none,none,SILVER LINK.,16501,37,2020-02-27,none,none,none,none,none
1524,Kurokami: Tora to Tsubasa,00:23:00,Finished Airing,Special,1,R 17,Action,"Bandai Entertainment,NYAV Post",none,Sunrise,9015,4,2009-12-22,none,none,none,none,none
1525,Shin Chuuka Ichiban!,00:24:00,Finished Airing,TV,12,PG 13,"Comedy,Gourmet",none,"Kodansha,Beijing IMMG,China Film Animation,DMM pictures,JY Animation",Nihon Ad Systems,11390,10,2019-10-12,2019-12-28,sat,02:25:00,Fall,2019
1526,Hoshi Neko Fullhouse,00:30:00,Finished Airing,OVA,4,R+,"Sci-Fi,Comedy,Romance",none,Walkers Company,Artland,1376,4,1989-06-16,1989-12-25,none,none,none,none
1527,Higurashi no Naku Koro ni Kai Specials,33 sec. per ep.,Finished Airing,Special,24,PG 13,Comedy,none,"Movic,Frontier Works,Geneon Universal Entertainment,Sotsu",Studio Deen,48442,119,2007-09-21,2008-08-22,none,none,none,none
1528,Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna,00:49:00,Finished Airing,Movie,1,PG 13,Adventure,"Flatiron Film Company,4Kids Entertainment","Nihon Ad Systems,TV Tokyo",Gallop,47417,81,2010-01-23,none,none,none,none,none
1529,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,00:09:00,Finished Airing,OVA,1,R 17,"Sci-Fi,Action",Media Blasters,none,Tatsunoko Production,2262,2,1999-11-30,none,none,none,none,none
1530,Xingji Xiao Mayi: Wuhang Guilai,00:13:00,Finished Airing,TV,25,PG,"Adventure,Fantasy",none,none,none,44,0,2019 to ?,none,none,none,?,none
1531,Tamako Market Specials,00:04:00,Finished Airing,Special,6,PG 13,Comedy,none,none,Kyoto Animation,32975,8,2013-03-20,2013-08-21,none,none,none,none
1532,Karakai Jouzu no Takagi-san 2,00:23:00,Finished Airing,TV,12,PG 13,Comedy,none,"Sumitomo,Dentsu,Asmik Ace,TMS Entertainment,Shogakukan,TOHO animation",Shin-Ei Animation,317973,2298,2019-07-07,2019-09-22,sun,23:30:00,Summer,2019
1533,Kyokou Suiri Season 2,00:25:00,Finished Airing,TV,12,R 17,"Mystery,Supernatural,Romance",none,"BS NTV,Nihon Ad Systems,Crunchyroll,Docomo Anime Store,Kodansha,KlockWorx,Mixi,King Records",Brain's Base,137681,534,2023-01-09,2023-03-27,mon,01:05:00,Winter,2023
1534,Tunshu Jiating Xiaoyuan Anquan Xilie,00:12:00,Finished Airing,TV,75,PG,none,none,none,none,38,0,Not available,none,none,none,?,none
1535,Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule,00:14:00,Finished Airing,OVA,1,G,Drama,none,none,"add some,None found,",591,0,Not available,none,none,none,none,none
1536,Asience: Kami wa Onna no Inochi,00:01:00,Finished Airing,Special,1,PG 13,none,none,none,Production I.G,5321,4,2007-03-01,none,none,none,none,none
1537,Wudi YoYo,00:15:00,Finished Airing,TV,100,PG,Fantasy,none,none,none,52,0,2011 to ?,none,none,none,?,none
1538,Captain Tsubasa: Europe Daikessen,00:42:00,Finished Airing,Movie,1,G,Sports,none,Group TAC,Tsuchida Productions,6024,2,1985-07-13,none,none,none,none,none
1539,Hana no Ko Lunlun: Konnichiwa Sakura no Kuni,00:15:00,Finished Airing,Movie,1,G,Drama,none,none,Toei Animation,1231,0,Mar 15, 1980,none,none,none,none
1540,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru LIPS Eizou,00:03:00,Finished Airing,ONA,1,PG 13,Comedy,none,none,SILVER LINK.,27655,11,2010-08-29,none,none,none,none,none
1541,Toki-iro Kaima,00:21:00,Finished Airing,OVA,4,R+,Horror,none,Mushi Production,none,546,0,Apr 20, 1989 to Feb 25,none,none,none,none
1542,Lupin III: The First,01:32:00,Finished Airing,Movie,1,PG 13,"Comedy,Action,Mystery,Adventure",GKIDS,"Abe Shuuji Jimusho,Toho","TMS Entertainment,Marza Animation Planet",30503,163,2019-12-06,none,none,none,none,none
1543,Drifters (OVA): Kokuou-sama Goranshin,00:02:00,Finished Airing,Special,1,PG 13,Comedy,none,none,Hoods Drifters Studio,7244,3,2017-12-23,none,none,none,none,none
1544,Rokujouma no Shinryakusha!?,00:23:00,Finished Airing,TV,12,PG 13,"Supernatural,Comedy",Sentai Filmworks,"Showgate,Genco",SILVER LINK.,176390,412,2014-07-12,2014-09-27,sat,01:05:00,Summer,2014
1545,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,00:23:00,Currently Airing,TV,12,PG 13,"Fantasy,Romance",Sentai Filmworks,"OLM,Pia,Movic,AQUA ARIS,BS11,Nichion,Myrica Music,Tokyo MX,Mainichi Broadcasting System,FuRyu,MAGNET,Ichijinsha",OLM Team Yoshioka,36135,118,2023-07-07,none,fri,00:00:00,Summer,2023
1546,Roboteuwang Sseonsyakeu,01:03:00,Finished Airing,Movie,1,PG,"Action,Sci-Fi",none,none,none,471,0,Jul 20, 1985,none,none,none,none
1547,Youjo Shachou,00:03:00,Finished Airing,ONA,13,PG 13,Comedy,Sentai Filmworks,"FABTONE,Magic Capsule",Project No.9,3541,9,2021-01-01,none,none,none,none,none
1548,Xiaodou Pai Pai: Qingshang Pei You,00:10:00,Finished Airing,TV,53,PG,none,none,none,none,66,0,2019-01-01,none,none,none,?,none
1549,Fate/Zero,00:28:00,Finished Airing,TV,13,R 17,"Action,Supernatural,Fantasy",Aniplex of America,"Nitroplus,Aniplex,Notes,Seikaisha",ufotable,1453116,33178,2011-10-02,2011-12-25,sun,00:00:00,Fall,2011
1550,Superflat Monogram,00:05:00,Finished Airing,Special,1,G,"Adventure,Fantasy",none,none,Toei Animation,7885,4,2003-01-01,none,none,none,none,none
1551,Matsumotokiyoshi x Osomatsu-san,42 sec. per ep.,Finished Airing,ONA,9,G,Comedy,none,none,none,1758,1,Jun 25, 2016 to Dec 18,none,none,none,none
1552,Juusen Battle Monsuno,00:22:00,Finished Airing,TV,52,PG,"Adventure,Action",Dentsu Entertainment USA,"Dentsu Tec,TV Tokyo,Dentsu",Larx Entertainment,8596,42,2012-10-03,2013-09-25,wed,18:00:00,Fall,2012
1553,The Lamp Man,00:03:00,Finished Airing,ONA,1,PG,"Mystery,Fantasy",none,none,Live2D Creative Studio,506,0,Dec 3, 2017,none,none,none,none
1554,Aoki Densetsu Shoot! (Movie),00:25:00,Finished Airing,Movie,1,PG,"Sports,Action",none,none,Toei Animation,2758,4,1994-12-04,none,none,none,none,none
1555,Wo Jiao MT 5th Season,00:30:00,Finished Airing,ONA,10,G,"Comedy,Fantasy",none,none,none,35,0,2012 to ?,none,none,none,none,none
1556,Ookami Kodomo no Ame to Yuki,01:57:00,Finished Airing,Movie,1,PG 13,"Slice of Life,Fantasy,Award Winning",Funimation,"Toho,Dentsu,Yomiuri Telecasting,Madhouse,Kadokawa Shoten,Hiroshima Television,VAP",Studio Chizu,786628,11138,2012-07-21,none,none,none,none,none
1557,Asagao to Kase-san.,00:58:00,Finished Airing,OVA,1,PG 13,"Girls Love,Romance",Sentai Filmworks,Sotsu,Zexcs,108556,1121,2018-06-09,none,none,none,none,none
1558,Onegai☆Teacher,00:23:00,Finished Airing,TV,12,PG 13,"Drama,Romance,Sci-Fi","Bandai Entertainment,Nozomi Entertainment","Bandai Visual,Genco",Daume,172960,945,2002-01-10,2002-03-28,thur,none,Winter,2002
1559,Tanoshii Saki Uta Animation,00:02:00,Finished Airing,ONA,1,G,none,none,none,none,325,0,Apr 15, 2016,none,none,none,none
1560,21 Emon Uchuu e Irasshai!,01:32:00,Finished Airing,Movie,1,G,"Comedy,Sci-Fi",none,none,Shin-Ei Animation,698,1,1981-08-01,none,none,none,none,none
1561,Kindan Joshi,00:05:00,Finished Airing,TV,5,PG 13,"Romance,Comedy",none,"FIREBUG,Chukyo TV Broadcasting,Bandai",none,714,4,Dec 29, 2020 to Jan 3,tue,01:05:00,Winter,2021
1562,Alice or Alice Recap,00:03:00,Finished Airing,Special,1,PG 13,Slice of Life,none,none,none,583,0,Jun 27, 2018,none,none,none,none
1563,No Guns Life 2nd Season,00:23:00,Finished Airing,TV,12,PG 13,"Drama,Sci-Fi,Action",Funimation,"BS11,Hakuhodo DY Music & Pictures,Good Smile Film,Egg Firm,TBS,AT-X,Sony Pictures Entertainment",Madhouse,76931,78,2020-07-10,2020-09-25,fri,01:28:00,Summer,2020
1564,Moeru! Oniisan (OVA),00:35:00,Finished Airing,OVA,2,None,Comedy,none,none,Pierrot,529,0,Jul 1, 1989 to Aug 2,none,none,none,none
1565,"Tamayura: Hitotose - Attakai Kaze no Omoide, nanode",00:24:00,Finished Airing,Special,1,G,"Comedy,Drama,Slice of Life",none,none,TYO Animations,9028,3,2012-06-27,none,none,none,none,none
1566,Yuru Yuri Nachuyachumi!+,00:24:00,Finished Airing,Special,2,PG 13,"Girls Love,Comedy",none,none,TYO Animations,53728,84,2015-08-21,2015-09-18,none,none,none,none
1567,Fushigi Dagashiya: Zenitendou,00:10:00,Currently Airing,TV,0,None,Mystery,none,none,"Gallop,Kanaban Graphics,Toei Animation",1606,3,2020-09-08,none,tue,18:45:00,Fall,2020
1568,Gakuen Handsome Special,00:03:00,Finished Airing,Special,1,PG 13,"Boys Love,Comedy",none,none,Team YokkyuFuman,2615,3,Dec 20, 2016,none,none,none,none
1569,Bamboo Bears,00:25:00,Finished Airing,TV,52,None,Comedy,none,none,Telescreen,851,2,Apr 4, 1997 to Mar 27,none,none,Spring,1997
1570,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,00:03:00,Finished Airing,Movie,1,G,Fantasy,none,White Fox,Studio PuYUKAI,37436,75,2019-11-08,none,none,none,none,none
1571,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,01:43:00,Finished Airing,Movie,1,PG 13,none,Eleven Arts,"Lantis,Shochiku",Kyoto Animation,28458,28,2016-04-23,none,none,none,none,none
1572,Magic Kaito,00:24:00,Finished Airing,Special,12,PG 13,"Comedy,Adventure,Romance",none,none,TMS Entertainment,69859,339,2010-04-17,2012-12-29,none,none,none,none
1573,Guilty Crown,00:24:00,Finished Airing,TV,22,R 17,"Drama,Action,Sci-Fi",Funimation,"Aniplex,Fujipacific Music,Dentsu,1IN,Movic,Fuji TV",Production I.G,1184174,16866,2011-10-14,2012-03-23,fri,01:15:00,Fall,2011
1574,Seisenshi Dunbine OVA,00:30:00,Finished Airing,OVA,3,PG 13,"Adventure,Sci-Fi",none,none,Sunrise,2427,0,Feb 25, 1988 to Aug 25,none,none,none,none
1575,Amanchu!,00:23:00,Finished Airing,TV,12,PG 13,"Comedy,Slice of Life",none,"AT-X,Frontier Works,Production I.G,Mag Garden,flying DOG,Shochiku,Tokyo MX",J.C.Staff,91541,289,2016-07-08,2016-09-23,fri,23:00:00,Summer,2016
1576,PiKA PiKA,00:03:00,Finished Airing,Movie,1,G,none,none,none,none,624,2,2006-01-01,none,none,none,none,none
1577,NieR:Automata Ver1.1a,00:23:00,Currently Airing,TV,12,PG 13,"Fantasy,Sci-Fi,Action",Aniplex of America,"Aniplex,Square Enix",A-1 Pictures,238037,1755,2023-01-08,2023-07-23,sun,00:00:00,Winter,2023
1578,Higashi Asia Bunka Toshi 2019 Toshima,00:01:00,Finished Airing,ONA,1,G,Slice of Life,none,none,none,568,1,Nov 6, 2018,none,none,none,none
1579,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,00:48:00,Finished Airing,Movie,1,PG 13,"Drama,Slice of Life,Fantasy",none,Pony Canyon,Studio Gokumi,14292,41,2017-07-08,none,none,none,none,none
1580,Gintama.,00:24:00,Finished Airing,TV,12,PG 13,"Action,Comedy,Sci-Fi",none,"Dentsu,TV Tokyo,Aniplex,Shueisha",Bandai Namco Pictures,299508,2651,2017-01-09,2017-03-27,mon,01:35:00,Winter,2017
1581,Kentauros no Densetsu,01:32:00,Finished Airing,OVA,1,R+,"Drama,Action",none,none,Wako Productions,817,0,Dec 21, 1987,none,none,none,none
1582,Gokushufudou Part 2,00:18:00,Finished Airing,ONA,5,PG 13,Comedy,none,none,J.C.Staff,142873,356,2021-10-07,none,none,none,none,none
1583,The iDOLM@STER SideM: Wake Atte Mini!,00:03:00,Finished Airing,TV,12,PG 13,"Slice of Life,Comedy",none,"Lantis,Bandai Namco Entertainment",Zero-G,3666,7,2018-10-09,2018-12-25,tue,21:54:00,Fall,2018
1584,Hibari no Yadogae,00:04:00,Finished Airing,Movie,1,G,Action,none,none,none,1309,0,Jan 31, 1933,none,none,none,none
1585,Serial Experiments Lain,00:23:00,Finished Airing,TV,13,R 17,"Award Winning,Avant Garde,Mystery,Sci-Fi,Supernatural,Drama","Funimation,Geneon Entertainment USA","TV Tokyo,TV Tokyo Music,Fujipacific Music,Geneon Universal Entertainment,Genco,Pioneer LDC",Triangle Staff,725307,25999,1998-07-06,1998-09-28,tue,01:15:00,Summer,1998
1586,Trinity Blood,00:24:00,Finished Airing,TV,24,R 17,"Supernatural,Action",Funimation,none,Gonzo,180041,1299,2005-04-29,2005-10-28,fri,00:00:00,Spring,2005
1587,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,00:23:00,Finished Airing,Special,1,PG 13,"Horror,Supernatural,Mystery","Discotek Media,ADV Films",Aniplex,Pierrot,15153,9,2001-08-24,none,none,none,none,none
1588,"Wake Up, Girl Zoo! Miyagi PR de Go!",00:09:00,Finished Airing,Special,1,G,Comedy,none,"DIVE II Entertainment,Rakuonsha","W-Toon Studio,Ordet",1322,0,Feb 11, 2016,none,none,none,none
1589,Xiyou Tonghua,00:20:00,Finished Airing,ONA,1,PG,"Adventure,Fantasy",none,none,none,48,0,2010-01-01,none,none,none,none,none
1590,Mouretsu Pirates,00:24:00,Finished Airing,TV,26,PG 13,"Award Winning,Sci-Fi",Sentai Filmworks,"Magic Capsule,Starchild Records",Satelight,73176,286,2012-01-08,2012-07-01,sun,00:30:00,Winter,2012
1591,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",00:50:00,Finished Airing,Movie,1,PG 13,"Supernatural,Action",Eleven Arts,"Blade,Production I.G,Kinoshita Management,Shochiku",Wit Studio,16218,29,2017-12-02,none,none,none,none,none
1592,Pokemon Black and White 2: Introduction Movie,00:06:00,Finished Airing,ONA,1,PG,"Fantasy,Action",none,none,OLM,17659,16,2012-05-16,none,none,none,none,none
1593,Tokyo Ghoul √A,00:24:00,Finished Airing,TV,12,R 17,"Horror,Fantasy,Action",Funimation,"Marvelous AQL,Shueisha",Pierrot,1714021,10362,2015-01-09,2015-03-27,fri,00:00:00,Winter,2015
1594,Turning Girls,00:05:00,Finished Airing,ONA,7,PG 13,"Slice of Life,Comedy",none,"CoMix Wave Films,Baramiri",Trigger,8040,11,2013-06-18,2013-07-30,none,none,none,none
1595,Tonari no Yarou,00:09:00,Finished Airing,Movie,1,G,Comedy,none,Kuri Jikken Manga Kobo,none,1119,1,1965-01-01,none,none,none,none,none
1596,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime Episode 0,00:02:00,Finished Airing,ONA,1,PG 13,"Comedy,Fantasy",none,none,AQUA ARIS,1539,2,Jan 3, 2023,none,none,none,none
1597,Xiao Ban Long Kunchong Baike,00:07:00,Finished Airing,ONA,9,PG,Fantasy,none,none,none,37,0,Not available,none,none,none,none,none
1598,Seiji no Rinrika,00:32:00,Finished Airing,Movie,1,G,none,none,none,none,465,0,1926-01-01,none,none,none,none,none
1599,Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,00:11:00,Finished Airing,Special,1,PG 13,Slice of Life,none,"Square Enix,Pony Canyon,Sotsu,Lantis,TV Tokyo",Studio Gokumi,3035,3,2015-03-18,none,none,none,none,none
1600,Amaenaide yo!!: Yasumanaide yo!!,00:23:00,Finished Airing,Special,1,R+,"Ecchi,Supernatural,Comedy,Romance","Nozomi Entertainment,Media Blasters",none,Studio Deen,14651,1,2005-12-21,none,none,none,none,none
1601,23-ji no Saga Meshi Anime,19 sec. per ep.,Finished Airing,ONA,10,G,none,none,none,Studio Kai,293,0,Feb 15, 2021 to Feb 24,none,none,none,none
1602,Soul Worker: Your Destiny Awaits,00:03:00,Finished Airing,ONA,5,PG 13,"Action,Sci-Fi,Fantasy",none,none,Larx Entertainment,5267,16,Mar 17, 2016 to Apr 5,none,none,none,none
1603,Xevious,01:15:00,Finished Airing,Movie,1,R 17,"Action,Sci-Fi,Adventure",none,KENMedia,none,618,1,Aug 3, 2002,none,none,none,none
1604,Mimizu Monogatari,00:14:00,Finished Airing,Movie,1,G,Avant Garde,none,none,none,439,0,1989-01-01,none,none,none,none,none
1605,Sono Bisque Doll wa Koi wo Suru,00:23:00,Finished Airing,TV,12,PG 13,Romance,none,"Aniplex,Tokyo MX,Studio Mausu,Square Enix,BS11,Movic",CloverWorks,949690,19011,2022-01-09,2022-03-27,sun,00:00:00,Winter,2022
1606,Sangokushi II: Amakakeru Otoko-tachi,01:30:00,Finished Airing,Special,1,R 17,Action,none,none,Shin-Ei Animation,777,2,1986-08-22,none,none,none,none,none
1607,Sengoku Night Blood,00:23:00,Finished Airing,TV,12,PG 13,"Fantasy,Romance",none,"Pony Canyon,Marvelous,JY Animation,Live Viewing Japan,TV Asahi,TV Asahi Music",Typhoon Graphics,43555,141,2017-10-03,2017-12-26,tue,23:00:00,Fall,2017
1608,Shokugeki no Souma: Ni no Sara,00:24:00,Finished Airing,TV,13,PG 13,"Gourmet,Ecchi",Sentai Filmworks,"Showgate,Mainichi Broadcasting System,Dentsu,KlockWorx,Shueisha,Lantis",J.C.Staff,1100373,3057,2016-07-02,2016-09-24,sat,22:00:00,Summer,2016
1609,Konjiki no Gash Bell!!: Mecha Vulkan no Raishuu,01:24:00,Finished Airing,Movie,1,PG 13,"Adventure,Supernatural",Discotek Media,none,Toei Animation,7113,4,2005-08-06,none,none,none,none,none
1610,Tobidasu Ehon 3D,00:31:00,Finished Airing,Movie,1,PG,none,none,none,Kachidoki Studio,208,0,Oct 23, 2010,none,none,none,none
1611,JaJa Uma! Quartet,00:30:00,Finished Airing,OVA,2,PG 13,"Adventure,Fantasy,Comedy",Central Park Media,none,"Studio OX,Movic",1945,4,May 21, 1997 to Sep 26,none,none,none,none
1612,The Gift,00:05:00,Finished Airing,ONA,1,G,Fantasy,none,none,Marza Animation Planet,288,0,Apr 4, 2016,none,none,none,none
1613,Higurashi no Naku Koro ni,00:24:00,Finished Airing,TV,26,R 17,"Horror,Mystery,Suspense,Supernatural","Sentai Filmworks,Geneon Entertainment USA","DAX Production,Geneon Universal Entertainment,Sotsu,Frontier Works",Studio Deen,783022,20828,2006-04-05,2006-09-27,wed,01:30:00,Spring,2006
1614,Umi Monogatari: Anata ga Ite Kureta Koto - Shinjiau Kokoro,00:24:00,Finished Airing,Special,1,PG 13,"Comedy,Fantasy,Supernatural",none,none,Zexcs,4383,0,2010-03-26,none,none,none,none,none
